Branch,review,Restaurant
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,We had been to this restaurant on last Saturday.getting a table for six immediately made the ambience so cool.we ordered sambar vada as starter which was so good with small coconut  crunchy pieces in the vada.sambar was too good&authentic. Tomato soup also good in its taste with slight aroma of cinnamon . Butter nan was perfect with its supplements.kadai paneer was good with huge pieces of paneer&crunchy capsicum. Paneer tikka masala&alu gobi masala was fresh&tastefullydone. Cold coffee was too good to chill out.one sad thing was we were not given the basket of vadams before we place the order which was seen on other tables.keep going sangeetha!!!,Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"This is the most popular veg eatery in our area, hence very crowded. The grouse is on not that, but the quality they have let the food down over time. All their dishes are progressively getting chilli hot, people with gentle lips and stomach stay away else you will be ER next day. Soup onwards you find this assault on your taste bud, where we felt even the well intentioned measure from the chef is getting defeated, they say they use pure ghee and olive oil for food preparation, pray some one tells them to use lesser chilli and gun powder in all the preparation and spare the guests",Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"This place represents the current culinary picture of the South India. South India is known for its amazing cuisine but lately people are trying out North Indian (or Thandoori as they say it!) cuisine. Sangeetha is trying to do a lot of things at the same time , they serve good old local food as well as Chineese and North Indian (mainly Punjabi) cuisine as well and everything here is just average. The ambience is a little better than a typical tiffin place but the food is a let down...everything is just average, I bet you can get better dosas in any part of world...almost 80% of menu is other cuisines and not South Indian so its a bit of a irony! Overall you can avoid this place, it doesnt have a ""positioning"" that will appeal to anyone (whereas they are trying to appeal to everyone)",Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,I have visited this restaurant several times and the food is awesome. The ambiance is average since the space is small and the crowd too heavy. overall it is a good place to visit,Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,I have been there a couple of times and I have been satisfied with all my needs everytime.,Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"We went to breakfast. The place was busy but they had only 1 person to take order and 1 person to serve. So it was a painful process to get their attention. If there was additional order, I had to walk up to the person to give the order as he would not come near our tables. The food was as usual, but some items took more than 20 mins. What bothered me most was that the cockroaches on tables, in AC. what am I paying for? Tried to talk to the staff but hey did not bother as they had people waiting.",Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,South India filter Coffee is the best in Chennai . Great idly & sambar . good south indian meals . The service standards is also good .,Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"Tasty South Indian food , Parking and crowd is an issue. Awesome quality.tomato soup is yummy. Service depends on crowd",Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,This place is crowed  for most time ! Have been there more than 5 times ! Latest on Feb ! Few a times I have ordered Chinese and was really disappointed ! But the fact is they serve very good south Indian food. Their Platters are also good. Overall Good place for south Indian food.,Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"Six of our family members visited the restaurant of the well-known chain of veg restaurants in Chennai for lunch to celiebrate the 70th birtday of our sister. We had ordered a mix of south-Indian, Chinese & north-Indian food, from ala carte menu. To our dismay, we found the food not upto the mark except for the south-Indian items and the chinese fried rice. Sangeetha is good only for South-Indian meals and tiffin like iddlies, dosas, etc (Most restaurants who claim multi-cuisine are not good in all cuisines except very few like Copper Chimney, Hot Chips, etc.)",Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,Very good south Indian and a few north Indian dishes... A nice place to sit and watch the city traffic pass by...,Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"The taste at Sangeetha was disappointing, considering the hype and the price. May be its because of the Olive oil being used for cooking.",Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"They have a very wide variety and is good for South Indian cuisine, esp for bachelors who frequently need to eat out.",Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"This is the place, a real good competition to the Saravanas, for that ubiquitous yet simple n delicious south Indian food.",Sangeetha
